,United States,Japan,United Kingdom,Canada,France,Switzerland,Germany,Australia,Netherlands,Sweden,Spain,Italy,Belgium,Norway,Israel,Ireland,Austria,China,Taiwan,India,Korea,Brazil,Saudi Arabia,South Africa,Mexico,Indonesia,Turkiye,Poland,Argentina,Russia
2022-11-01,7.11,3.8,9.3,6.8,6.15,2.96,8.8,7.83,9.88,11.46,6.81,11.77,10.63,6.52,5.28,8.92,10.59,1.6,2.35,5.41,5.04,5.9,2.93,7.75,7.8,5.42,84.39,17.5,92.41,12.0
2022-12-01,6.45,4.0,9.2,6.32,5.85,2.84,8.12,,9.59,12.34,5.71,11.63,10.35,5.89,5.26,8.22,10.15,1.8,2.71,5.5,5.04,5.79,3.3,7.5,7.82,5.51,64.27,16.6,94.79,11.9
2023-01-01,6.41,4.3,8.8,5.92,5.99,3.28,8.65,,7.58,11.68,5.89,9.97,8.05,7.05,5.36,7.79,11.21,2.1,3.04,6.16,5.17,5.77,3.35,7.19,7.91,5.28,57.68,16.6,98.83,11.8
2023-02-01,6.04,3.3,9.2,5.25,6.28,3.37,8.68,7.02,7.96,11.95,6.03,9.15,6.62,6.3,5.22,8.46,10.88,1.0,2.43,6.16,4.82,5.6,2.96,7.34,7.62,5.47,55.18,18.4,102.5,11.0
2023-03-01,4.99,3.2,8.9,4.3,5.7,2.95,7.4,,4.4,10.64,3.3,7.61,6.67,6.51,4.98,7.66,9.19,0.7,2.35,5.79,4.24,4.65,2.74,7.26,6.85,4.97,50.51,16.1,104.3,3.5
2023-04-01,4.93,3.5,7.8,4.41,5.88,2.57,7.17,,5.17,10.47,4.1,8.16,5.6,6.44,5.05,7.23,9.62,0.1,2.34,5.09,3.7,4.18,2.7,7.12,6.25,4.33,43.68,14.7,108.83,2.3
2023-05-01,4.05,3.2,7.9,3.36,5.12,2.16,6.1,6.03,6.06,9.67,3.19,7.64,5.2,6.67,4.62,6.63,8.91,0.2,2.02,4.42,3.32,3.94,2.77,6.59,5.84,4.0,39.59,13.0,114.25,2.5
2023-06-01,2.97,3.3,7.3,2.81,4.53,1.71,6.38,,5.7,9.31,1.89,6.4,4.15,6.36,4.2,6.1,7.98,0.0,1.75,5.57,2.68,3.16,2.74,5.66,5.06,3.52,38.21,11.5,115.58,3.3
2023-07-01,3.18,3.3,6.4,3.27,4.29,1.61,6.16,,4.57,9.26,2.33,5.93,4.14,5.39,3.36,5.81,7.02,-0.3,1.87,7.54,2.26,3.99,2.31,4.81,4.79,3.08,47.83,10.8,113.45,4.3
2023-08-01,3.67,3.2,6.3,4.0,4.86,1.55,6.14,5.37,3.03,7.45,2.62,5.44,4.09,4.84,4.17,6.33,7.37,0.1,2.52,6.91,3.42,4.61,1.95,4.8,4.64,3.27,58.94,10.1,124.37,5.2
2023-09-01,3.7,3.0,6.3,3.8,4.9,1.65,4.53,,0.21,6.48,3.52,5.34,2.39,3.34,3.86,6.41,6.03,0.0,2.93,4.72,3.73,5.19,1.69,5.45,4.45,2.28,61.53,8.2,138.28,6.0
2023-10-01,3.24,3.3,4.7,3.12,3.98,1.69,3.79,,-0.41,6.52,3.47,1.69,0.36,4.05,3.74,5.1,5.36,-0.2,3.05,4.45,3.81,4.82,1.62,6.09,4.26,2.56,61.36,6.6,142.66,6.7
